"taxon"	"AC1"	"AC2"	"AC3"	"AC4"	"AC5"	"AC6"	"AC7"	"AC8"	"AC9"	"AC10"	"AC11"	"AC12"	"AS1"	"AS2"	"AS3"	"AS4"	"AS5"	"AS6"	"AS7"	"AS8"	"AS9"	"AS10"	"AS11"	"AS12"	"EC1"	"EC2"	"EC3"	"EC4"	"EC5"	"EC6"	"EC7"	"EC8"	"EC9"	"EC10"	"EC11"	"ES1"	"ES2"	"ES3"	"ES4"	"ES5"	"ES6"	"ES7"	"ES8"	"ES9"	"ES10"	"ES11"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__0319-7L14; f__0319-7L14; g__0319-7L14"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"567"	"0"	"0"	"0"	"0"	"0"	"0"	"45"	"29"	"72"	"154"	"79"	"69"	"67"	"114"	"443"	"90"	"120"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"6668"	"0"	"2466"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium"	"391"	"949"	"438"	"84"	"3729"	"202"	"1913"	"163"	"356"	"451"	"372"	"779"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"11697"	"1949"	"1562"	"737"	"602"	"1351"	"1073"	"1166"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae; g__Lawsonella"	"181"	"108"	"127"	"9"	"900"	"230"	"74"	"67"	"245"	"224"	"330"	"510"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"14817"	"17341"	"2472"	"4313"	"1106"	"421"	"2012"	"586"	"4672"	"1381"	"117"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Mycobacteriaceae; g__Mycobacterium"	"15774"	"16118"	"2298"	"683"	"35267"	"12301"	"13180"	"6603"	"21206"	"7697"	"7472"	"19915"	"3350"	"1022"	"2232"	"2348"	"794"	"1782"	"5169"	"2752"	"6016"	"3926"	"4458"	"7805"	"2991"	"4074"	"1180"	"1640"	"0"	"165"	"543"	"2070"	"0"	"206"	"48"	"127"	"178"	"241"	"150"	"158"	"55"	"30"	"46"	"93"	"87"	"125"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Nocardia"	"5094"	"4808"	"2516"	"583"	"3893"	"5106"	"2901"	"3401"	"1526"	"2036"	"2514"	"1548"	"85"	"833"	"600"	"301"	"650"	"425"	"674"	"373"	"265"	"667"	"218"	"342"	"2220"	"0"	"0"	"0"	"230"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Rhodococcus"	"4532"	"5813"	"3494"	"1322"	"16654"	"4118"	"2162"	"2044"	"18115"	"5714"	"3881"	"10697"	"0"	"60"	"87"	"11"	"37"	"173"	"67"	"26"	"27"	"162"	"24"	"19"	"0"	"1644"	"1625"	"728"	"935"	"276"	"422"	"12280"	"1001"	"0"	"26"	"0"	"0"	"0"	"0"	"10"	"8"	"0"	"18"	"28"	"7"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Williamsia"	"112"	"62"	"0"	"389"	"0"	"35"	"0"	"0"	"0"	"0"	"62"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Euzebyales; f__Euzebyaceae; g__Euzebya"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1248"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales"	"74"	"84"	"0"	"0"	"0"	"0"	"77"	"475"	"0"	"263"	"1554"	"211"	"248"	"87"	"192"	"135"	"208"	"547"	"231"	"86"	"91"	"196"	"281"	"175"	"0"	"2283"	"448"	"29"	"0"	"119"	"0"	"0"	"859"	"0"	"125"	"211"	"192"	"158"	"123"	"175"	"148"	"105"	"169"	"228"	"170"	"248"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Acidothermaceae; g__Acidothermus"	"562"	"1170"	"391"	"20"	"195"	"359"	"162"	"1453"	"87"	"310"	"1815"	"5040"	"2672"	"1480"	"1240"	"1160"	"1006"	"2962"	"2101"	"1395"	"1249"	"2373"	"1919"	"3003"	"5490"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiaceae; g__Frankia"	"295"	"284"	"245"	"0"	"0"	"0"	"460"	"471"	"104"	"373"	"98"	"0"	"36"	"60"	"66"	"41"	"104"	"58"	"57"	"0"	"61"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiaceae; g__Jatrophihabitans"	"4516"	"4588"	"2821"	"182"	"1424"	"4589"	"3336"	"2975"	"3260"	"3349"	"3094"	"1395"	"110"	"1502"	"1029"	"732"	"702"	"578"	"703"	"721"	"426"	"681"	"366"	"431"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"63"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Frankiales; g__Frankiales"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1429"	"653"	"754"	"420"	"1281"	"1329"	"0"	"643"	"111"	"1025"	"1551"	"1793"	"1381"	"1822"	"655"	"535"	"1090"	"679"	"1059"	"1155"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"492"	"0"	"0"	"185"	"0"	"127"	"439"	"0"	"0"	"144"	"102"	"134"	"70"	"162"	"80"	"61"	"94"	"161"	"144"	"211"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Antricoccus"	"683"	"894"	"1784"	"2392"	"3056"	"262"	"492"	"533"	"558"	"269"	"2209"	"143"	"58"	"747"	"603"	"346"	"839"	"327"	"356"	"294"	"208"	"240"	"137"	"141"	"0"	"0"	"0"	"0"	"1070"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Modestobacter"	"83"	"149"	"0"	"0"	"0"	"37"	"66"	"151"	"160"	"145"	"51"	"0"	"22"	"225"	"158"	"130"	"210"	"51"	"368"	"167"	"21"	"126"	"43"	"83"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Nakamurellaceae; g__Nakamurella"	"4239"	"3754"	"5615"	"2926"	"2861"	"2312"	"3738"	"2756"	"4218"	"3357"	"4615"	"893"	"660"	"2403"	"2399"	"1492"	"1293"	"1025"	"1921"	"1320"	"1005"	"1390"	"972"	"1360"	"1061"	"1334"	"0"	"0"	"1899"	"0"	"0"	"0"	"0"	"271"	"41"	"607"	"729"	"1082"	"1104"	"484"	"270"	"239"	"297"	"400"	"390"	"292"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__Longivirga"	"1706"	"914"	"1578"	"92"	"3163"	"444"	"2488"	"2579"	"372"	"822"	"2279"	"804"	"426"	"1101"	"709"	"629"	"1477"	"1237"	"1751"	"567"	"507"	"635"	"562"	"555"	"5302"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__Sporichthya"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"80"	"1934"	"0"	"0"	"0"	"271"	"0"	"182"	"0"	"96"	"99"	"199"	"64"	"99"	"59"	"49"	"39"	"43"	"79"	"81"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Sporichthyaceae; g__uncultured"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"688"	"0"	"775"	"289"	"1085"	"1603"	"0"	"0"	"167"	"1839"	"1729"	"2073"	"1989"	"1164"	"1273"	"934"	"1170"	"2707"	"1678"	"1509"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__uncultured; g__uncultured"	"945"	"712"	"521"	"0"	"0"	"291"	"1144"	"1019"	"207"	"747"	"1363"	"276"	"95"	"770"	"414"	"300"	"360"	"322"	"666"	"420"	"216"	"541"	"210"	"337"	"0"	"0"	"1052"	"480"	"1012"	"159"	"432"	"50"	"0"	"268"	"86"	"681"	"763"	"518"	"251"	"490"	"346"	"350"	"368"	"609"	"524"	"685"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Kineosporiales; f__Kineosporiaceae; g__Angustibacter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1789"	"668"	"0"	"43"	"54"	"45"	"6"	"40"	"0"	"11"	"0"	"30"	"46"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales"	"136"	"119"	"457"	"35"	"110"	"33"	"0"	"45"	"24"	"89"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Bogoriellaceae; g__Georgenia"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"4366"	"6371"	"348"	"0"	"1378"	"289"	"86"	"748"	"3391"	"451"	"20"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Cellulomonadaceae; g__Actinotalea"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"158"	"85"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1170"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Cellulomonadaceae; g__Cellulomonas"	"77"	"0"	"1331"	"0"	"0"	"0"	"276"	"474"	"58"	"37"	"0"	"0"	"0"	"15"	"9"	"16"	"12"	"15"	"248"	"12"	"0"	"18"	"22"	"0"	"0"	"0"	"0"	"0"	"453"	"0"	"0"	"0"	"0"	"0"	"0"	"31"	"40"	"43"	"44"	"15"	"0"	"0"	"15"	"23"	"14"	"28"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae"	"5192"	"8260"	"5564"	"2386"	"11508"	"3711"	"4358"	"3781"	"2487"	"4150"	"3577"	"471"	"143"	"1446"	"1327"	"564"	"292"	"184"	"942"	"602"	"341"	"667"	"298"	"854"	"2549"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__Allobranchiibius"	"709"	"1825"	"2854"	"36335"	"4652"	"500"	"1904"	"1916"	"903"	"860"	"1329"	"89"	"74"	"556"	"583"	"232"	"553"	"265"	"477"	"406"	"164"	"274"	"182"	"330"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae; g__Kytococcus"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2968"	"0"	"747"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Dermatophilaceae; g__Kineosphaera"	"110"	"0"	"41"	"0"	"0"	"0"	"0"	"641"	"0"	"0"	"0"	"0"	"14"	"45"	"20"	"26"	"13"	"113"	"10"	"14"	"13"	"64"	"66"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae"	"1645"	"4625"	"8633"	"588"	"4207"	"1420"	"2254"	"3982"	"785"	"1053"	"3679"	"265"	"371"	"1655"	"958"	"1127"	"1332"	"1396"	"1975"	"1056"	"855"	"1884"	"1043"	"622"	"0"	"2413"	"1449"	"0"	"5275"	"177"	"0"	"1252"	"704"	"649"	"253"	"797"	"835"	"892"	"307"	"553"	"475"	"415"	"607"	"1228"	"643"	"689"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Ornithinibacter"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"443"	"0"	"0"	"795"	"0"	"0"	"65"	"297"	"365"	"340"	"137"	"408"	"228"	"240"	"608"	"377"	"369"	"489"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Oryzihumus"	"1267"	"894"	"178"	"0"	"670"	"151"	"908"	"2073"	"178"	"1433"	"481"	"775"	"799"	"1408"	"517"	"566"	"253"	"1366"	"1547"	"591"	"694"	"947"	"450"	"395"	"3031"	"4077"	"9190"	"5412"	"1772"	"3188"	"5469"	"8010"	"1068"	"10879"	"723"	"6272"	"6373"	"14338"	"8262"	"7721"	"3762"	"3089"	"4853"	"9517"	"6492"	"5630"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Terrabacter"	"0"	"0"	"0"	"16653"	"0"	"0"	"0"	"0"	"0"	"29"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae; g__Tetrasphaera"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"95"	"122"	"232"	"166"	"87"	"77"	"45"	"53"	"86"	"83"	"48"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae"	"22424"	"10333"	"12562"	"1457"	"18619"	"4649"	"33459"	"37144"	"14222"	"16818"	"22107"	"2909"	"1674"	"1651"	"1884"	"715"	"2298"	"1459"	"1942"	"971"	"883"	"924"	"678"	"1156"	"0"	"0"	"1120"	"0"	"1322"	"0"	"1486"	"0"	"2114"	"3541"	"70"	"0"	"20"	"38"	"41"	"0"	"0"	"0"	"0"	"40"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Amnibacterium"	"0"	"62"	"43"	"37"	"789"	"104"	"0"	"177"	"308"	"677"	"105"	"0"	"0"	"99"	"64"	"36"	"53"	"12"	"84"	"0"	"0"	"47"	"0"	"18"	"0"	"0"	"0"	"0"	"129"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Cryobacterium"	"0"	"97"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1643"	"1769"	"1493"	"491"	"0"	"0"	"1067"	"197"	"172"	"80"	"127"	"176"	"93"	"152"	"76"	"54"	"73"	"916"	"88"	"71"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Galbitalea"	"0"	"43"	"159"	"0"	"0"	"72"	"0"	"133"	"235"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1413"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"33"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Marisediminicola"	"0"	"0"	"0"	"135"	"0"	"120"	"0"	"0"	"479"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1177"	"0"	"0"	"0"	"0"	"429"	"0"	"0"	"0"	"78"	"54"	"98"	"83"	"135"	"63"	"73"	"132"	"225"	"140"	"88"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Parafrigoribacterium"	"693"	"945"	"255"	"129"	"344"	"317"	"2218"	"1550"	"8870"	"6548"	"943"	"105"	"0"	"117"	"212"	"26"	"0"	"0"	"88"	"214"	"63"	"63"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae"	"5096"	"13616"	"3957"	"17558"	"6448"	"22323"	"848"	"1023"	"31864"	"6933"	"6700"	"14242"	"257"	"478"	"1198"	"56"	"316"	"388"	"189"	"544"	"119"	"164"	"235"	"352"	"1458"	"4229"	"0"	"2265"	"0"	"67"	"0"	"1352"	"1057"	"225"	"0"	"118"	"356"	"379"	"58"	"490"	"280"	"220"	"193"	"3890"	"366"	"231"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter"	"0"	"0"	"0"	"0"	"145"	"0"	"395"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Kocuria"	"192"	"309"	"90"	"0"	"181"	"0"	"203"	"47"	"492"	"93"	"310"	"718"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1938"	"0"	"0"	"0"	"0"	"0"	"934"	"123"	"2189"	"2547"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Micrococcus"	"0"	"261"	"314"	"37"	"1291"	"141"	"425"	"140"	"313"	"122"	"387"	"501"	"0"	"0"	"6"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"5603"	"0"	"938"	"1367"	"0"	"576"	"1011"	"1639"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Paenarthrobacter"	"102"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"881"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Rothia"	"0"	"100"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1647"	"3295"	"818"	"273"	"0"	"742"	"1585"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"31"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"147"	"0"	"116"	"98"	"86"	"89"	"143"	"108"	"79"	"121"	"293"	"117"	"195"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium"	"179"	"278"	"57"	"102"	"143"	"281"	"0"	"189"	"0"	"125"	"6"	"0"	"0"	"9"	"9"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3016"	"3867"	"3019"	"2660"	"900"	"2404"	"0"	"0"	"284"	"461"	"584"	"832"	"405"	"919"	"517"	"444"	"778"	"1151"	"859"	"868"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Marmoricola"	"1484"	"1391"	"121"	"56"	"1220"	"1522"	"989"	"229"	"445"	"528"	"405"	"634"	"20"	"144"	"223"	"79"	"83"	"56"	"143"	"79"	"63"	"55"	"25"	"43"	"0"	"0"	"77"	"0"	"837"	"0"	"194"	"1445"	"0"	"182"	"0"	"107"	"167"	"119"	"97"	"158"	"52"	"49"	"177"	"121"	"74"	"161"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides"	"0"	"0"	"0"	"0"	"0"	"0"	"9"	"28"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3422"	"6244"	"2080"	"4903"	"2195"	"618"	"1987"	"3161"	"2594"	"3762"	"667"	"3294"	"3707"	"2763"	"2143"	"2601"	"1557"	"1840"	"2893"	"2944"	"2298"	"4536"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae"	"62"	"238"	"0"	"0"	"0"	"242"	"0"	"60"	"102"	"1085"	"0"	"0"	"62"	"46"	"49"	"11"	"317"	"0"	"61"	"37"	"0"	"4"	"30"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2224"	"347"	"0"	"0"	"67"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
